ages,male_AF_left-volume_0.025_centile,male_AF_left-volume_0.5_centile,male_AF_left-volume_0.975_centile,female_AF_left-volume_0.025_centile,female_AF_left-volume_0.5_centile,female_AF_left-volume_0.975_centile
2.7097097097097103,19709.87976885105,32067.074744141373,40535.633583901785,19528.080104465054,31044.08625431205,38983.69914233864
2.7996996996997,19846.04116679241,32297.34025794651,40829.82884845321,19663.34640151184,31267.083730919992,39266.62064551353
2.88968968968969,19977.266874383586,32519.699591331606,41114.074506013676,19793.727580634182,31482.428378835786,39539.97333342637
2.97967967967968,20103.805903608107,32734.55185555953,41388.87292573885,19919.470106772205,31690.50652409654,39804.24034898803
3.06966966966967,20225.888788781274,32942.26649452611,41654.68911529277,20040.802154033856,31891.675775285843,40059.8689035492
3.1596596596596602,20343.729423518165,33143.186237674,41911.95444085526,20157.935424235435,32086.267881929853,40307.27385452805
3.24964964964965,20457.526669814702,33337.629686302214,42161.06988519055,20271.066739829643,32274.591238020956,40546.84083877956
3.33963963963964,20567.465772878477,33525.89358741013,42402.4089120042,20380.379444523238,32456.93308307571,40778.9290273225
3.42962962962963,20673.71960962912,33708.25484001072,42636.319993215264,20486.044639226267,32633.56144422358,41003.87355588339
3.51961961961962,20776.449794163967,33884.97227140199,42863.12884638658,20588.222276396667,32804.7268556164,41221.98767669224
3.60960960960961,20875.807659721668,34056.28821482863,43083.14042192201,20687.062132118277,32970.66388558429,41433.564669622654
3.6995995995996,20971.935133598854,34222.42991501077,43296.64067339503,20782.704672203534,33131.59249716797,41638.8795447639
3.78958958958959,21064.965518944296,34383.61078394338,43503.89813923926,20875.281826106202,33287.71926371397,41838.19056357488
3.87957957957958,21155.024195262402,34540.031526001905,43705.16535978706,20964.91768035815,33439.23845795915,42031.74060168812
3.96956956956957,21242.229247720854,34691.88114859348,43900.6801501187,21051.7291015242,33586.33303032436,42219.75837304306
4.05955955955956,21326.6920339074,34839.33787226017,44090.666746244526,21135.826297233398,33729.17548987807,42402.45953220004
4.149549549549549,21408.517695467024,34982.56995218715,44275.33683968039,21217.313322644655,33867.92869954182,42580.04766932027
4.23953953953954,21487.80562102887,35121.73642142446,44454.89051340538,21296.28853869052,34002.74659551377,42752.715210301
4.3295295295295295,21564.6498659688,35256.98776474125,44629.51709043889,21372.845027591065,34133.77483954646,42920.64423287578
4.41951951951952,21639.13953382384,35388.466530858066,44799.39590479585,21447.070970404955,34261.15141157457,43084.00720806297
4.50950950950951,21711.359123549577,35516.3078897961,44964.69700331041,21519.049990767224,34385.007149216784,43242.96767512901
4.599499499499499,21781.38884628394,35640.64014123411,45125.58178574968,21588.86146844038,34505.46623985373,43397.6808572034
4.68948948948949,21849.304914821863,35761.585179024965,45282.20358970805,21656.58082585132,34622.64667026895,43548.29422378779
4.7794794794794795,21915.179808617606,35879.25891640044,45434.70822598732,21722.279790402383,34736.66063823666,43694.9480056459
4.86946946946947,21979.08251679231,35993.77167584699,45583.23446948017,21786.026635009657,34847.61492991167,43837.77566689992
4.95945945945946,22041.078761334462,36105.22854716909,45727.914509986964,21847.886399033796,34955.6112664253,43976.90433859356
5.049449449449449,22101.231202427618,36213.72971684938,45868.874366882585,21907.921091518714,35060.74662269705,44112.45521748891
5.13943943943944,22159.59962762092,36319.370771462716,46006.234271106834,21966.189878435966,35163.113521130734,44244.54393343699
5.2294294294294295,22216.24112636639,36422.24297759345,46140.10901756319,22022.749255444392,35262.80030256691,44373.28088829038
5.31941941941942,22271.210251280037,36522.4335404366,46270.60829067352,22077.653207506984,35359.891376600564,44498.77156899762
5.40940940940941,22324.55916733774,36620.02584302882,46397.83696553927,22130.95335656524,35454.46745314974,44621.11683723893
5.499399399399399,22376.337790088717,36715.09966784907,46521.895386901175,22182.699098341993,35546.605756958,44740.41319770961
5.58938938938939,22426.593913855464,36807.731402345504,46642.87962785774,22232.93772923215,35636.380226537876,44856.75304693705
5.679379379379379,22475.373330791146,36897.99422978793,46760.88173010537,22281.714564143564,35723.861698909786,44970.2249043265
